Scaffold	start	stop	strand	Protein ID	Blast
Scaffold_11	8607821	8610202	+	ANN15041-RA	Similar to pol: Retrovirus-related Pol polyprotein from type-2 retrotransposable element R2DM (Drosophila melanogaster OX%3D7227)
Scaffold_11	8610294	8611331	+	ANN15042-RA	Protein of unknown function
Scaffold_11	8636217	8645576	+	ANN15043-RA	Protein of unknown function
Scaffold_11	8702651	8711269	-	ANN15044-RA	Similar to tio: Protein tiptop (Drosophila melanogaster OX%3D7227)
Scaffold_11	8733420	8734050	+	ANN15045-RA	Protein of unknown function
Scaffold_11	8785062	8789359	-	ANN15046-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_11	8793823	8795153	-	ANN15047-RA	Protein of unknown function
Scaffold_11	8891055	8892077	+	ANN15048-RA	Similar to Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2 (Fragment) (Popillia japonica OX%3D7064)
Scaffold_11	8909014	8916860	+	ANN15049-RA	Protein of unknown function
Scaffold_11	8923113	8927820	-	ANN15050-RA	Protein of unknown function
Scaffold_11	8928041	8928274	-	ANN15051-RA	Similar to KCNJ11: ATP-sensitive inward rectifier potassium channel 11 (Homo sapiens OX%3D9606)
Scaffold_11	8928946	8934080	-	ANN15052-RA	Similar to KCNJ2: Inward rectifier potassium channel 2 (Oryctolagus cuniculus OX%3D9986)
Scaffold_11	8935024	8941528	-	ANN15053-RA	Similar to KCNJ12: ATP-sensitive inward rectifier potassium channel 12 (Bos taurus OX%3D9913)
Scaffold_11	8986404	8993406	-	ANN15054-RA	Similar to anon-35F/36A: NIF3-like protein 1 (Drosophila melanogaster OX%3D7227)
Scaffold_11	8997350	8998759	-	ANN15055-RA	Similar to Ciao1: Probable cytosolic iron-sulfur protein assembly protein Ciao1 (Aedes aegypti OX%3D7159)
Scaffold_11	9002741	9004009	+	ANN15056-RA	Similar to MEAK7: MTOR-associated protein MEAK7 (Gallus gallus OX%3D9031)
Scaffold_11	9009713	9012745	-	ANN15057-RA	Similar to ZFP2: Zinc finger protein 2 homolog (Homo sapiens OX%3D9606)
Scaffold_11	9014393	9015075	+	ANN15058-RA	Similar to Kiaa1109: Transmembrane protein KIAA1109 (Mus musculus OX%3D10090)
Scaffold_11	9034675	9093495	+	ANN15059-RA	Similar to Kiaa1109: Transmembrane protein KIAA1109 (Mus musculus OX%3D10090)
Scaffold_11	9083192	9088531	-	ANN15060-RA	Protein of unknown function
Scaffold_11	9093606	9110732	+	ANN15061-RA	Similar to KIAA1109: Transmembrane protein KIAA1109 (Homo sapiens OX%3D9606)
Scaffold_11	9112912	9120042	-	ANN15062-RA	Similar to CFDP2: Craniofacial development protein 2 (Bos taurus OX%3D9913)
Scaffold_11	9150762	9164504	+	ANN15063-RA	Similar to KIAA1109: Transmembrane protein KIAA1109 (Homo sapiens OX%3D9606)
Scaffold_11	9154173	9163065	-	ANN15064-RA	Protein of unknown function
Scaffold_11	9164550	9209827	+	ANN15065-RA	Similar to si:ch211-233a24.2: Transmembrane protein KIAA1109 homolog (Danio rerio OX%3D7955)
Scaffold_11	9194041	9197883	-	ANN15066-RA	Similar to Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2 (Fragment) (Nasonia vitripennis OX%3D7425)
Scaffold_11	9213757	9217649	+	ANN15067-RA	Similar to Kiaa1109: Transmembrane protein KIAA1109 (Mus musculus OX%3D10090)
Scaffold_11	9218019	9221063	+	ANN15068-RA	Similar to KIAA1109: Transmembrane protein KIAA1109 (Homo sapiens OX%3D9606)
Scaffold_11	9223655	9226946	+	ANN15069-RA	Similar to KIAA1109: Transmembrane protein KIAA1109 (Homo sapiens OX%3D9606)
Scaffold_11	9245671	9246549	+	ANN15070-RA	Protein of unknown function
Scaffold_11	9259773	9263120	+	ANN15071-RA	Similar to RpL10: 60S ribosomal protein L10 (Drosophila melanogaster OX%3D7227)
Scaffold_11	9264645	9267177	-	ANN15072-RA	Protein of unknown function
Scaffold_11	9273293	9284512	+	ANN15073-RA	Protein of unknown function
Scaffold_11	9361498	9362235	-	ANN15074-RA	Protein of unknown function
Scaffold_11	9362322	9363197	+	ANN15075-RA	Protein of unknown function
Scaffold_11	9363360	9364248	-	ANN15076-RA	Similar to F54H12.3: Putative uncharacterized transposon-derived protein F54H12.3 (Caenorhabditis elegans OX%3D6239)
Scaffold_11	9405572	9408530	+	ANN15077-RA	Similar to ERCC6: Chimeric ERCC6-PGBD3 protein (Homo sapiens OX%3D9606)
Scaffold_11	9420580	9421755	+	ANN15078-RA	Protein of unknown function
Scaffold_11	9441722	9444672	-	ANN15079-RA	Similar to Retrovirus-related Pol polyprotein from type-1 retrotransposable element R1 (Fragment) (Bradysia coprophila OX%3D38358)
Scaffold_11	9444965	9446755	-	ANN15080-RA	Protein of unknown function
Scaffold_11	9528834	9530977	+	ANN15081-RA	Similar to eg: Protein embryonic gonad (Drosophila melanogaster OX%3D7227)
Scaffold_11	9573396	9574010	+	ANN15082-RA	Similar to R1A1-element\ORF2: Putative 115 kDa protein in type-1 retrotransposable element R1DM (Drosophila melanogaster OX%3D7227)
Scaffold_11	9574987	9588781	+	ANN15083-RA	Similar to Kiaa1109: Transmembrane protein KIAA1109 (Mus musculus OX%3D10090)
Scaffold_11	9600085	9600641	-	ANN15084-RA	Protein of unknown function
Scaffold_11	9601109	9602637	-	ANN15085-RA	Protein of unknown function
Scaffold_11	9610021	9611337	+	ANN15086-RA	Protein of unknown function
Scaffold_11	9613763	9614818	+	ANN15087-RA	Protein of unknown function
Scaffold_11	9645420	9647846	+	ANN15088-RA	Similar to tc1a: Transposable element Tc1 transposase (Caenorhabditis elegans OX%3D6239)
Scaffold_11	9670231	9696684	+	ANN15089-RA	Similar to Kiaa1109: Transmembrane protein KIAA1109 (Mus musculus OX%3D10090)
Scaffold_11	9697353	9698972	+	ANN15090-RA	Protein of unknown function
Scaffold_11	9700397	9738362	+	ANN15091-RA	Similar to si:ch211-233a24.2: Transmembrane protein KIAA1109 homolog (Danio rerio OX%3D7955)
Scaffold_11	9746976	9749503	-	ANN15092-RA	Protein of unknown function
Scaffold_11	9760033	9760890	+	ANN15093-RA	Protein of unknown function
Scaffold_11	9768859	9774159	+	ANN15094-RA	Similar to RpL10: 60S ribosomal protein L10 (Drosophila melanogaster OX%3D7227)
Scaffold_11	9822551	9824633	-	ANN15095-RA	Similar to F52C9.6: Putative uncharacterized transposon-derived protein F52C9.6 (Caenorhabditis elegans OX%3D6239)
Scaffold_11	9825999	9826343	-	ANN15096-RA	Protein of unknown function
Scaffold_11	9900978	9912433	+	ANN15097-RA	Similar to Picot: Putative inorganic phosphate cotransporter (Drosophila ananassae OX%3D7217)
Scaffold_11	9918448	9927184	+	ANN15098-RA	Similar to Picot: Putative inorganic phosphate cotransporter (Drosophila melanogaster OX%3D7227)
Scaffold_11	9938992	9951021	+	ANN15099-RA	Similar to Psma4: Proteasome subunit alpha type-4 (Rattus norvegicus OX%3D10116)
Scaffold_11	9954020	9958216	-	ANN15100-RA	Similar to POLR3D: DNA-directed RNA polymerase III subunit RPC4 (Bos taurus OX%3D9913)
Scaffold_11	9965423	9967768	-	ANN15101-RA	Protein of unknown function
Scaffold_11	9975218	9980238	+	ANN15102-RA	Protein of unknown function
Scaffold_11	9982771	9984856	+	ANN15103-RA	Similar to ZNF407: Zinc finger protein 407 (Homo sapiens OX%3D9606)
Scaffold_11	9990552	9990932	+	ANN15104-RA	Protein of unknown function
Scaffold_11	9992848	9994122	+	ANN15105-RA	Protein of unknown function
Scaffold_11	9994312	9996968	+	ANN15106-RA	Similar to Rest: RE1-silencing transcription factor (Rattus norvegicus OX%3D10116)
Scaffold_11	10014695	10016838	+	ANN15107-RA	Similar to TENT4A: Terminal nucleotidyltransferase 4A (Homo sapiens OX%3D9606)
Scaffold_11	10042734	10043195	-	ANN15108-RA	Similar to Rest: RE1-silencing transcription factor (Rattus norvegicus OX%3D10116)
Scaffold_11	10043356	10049454	-	ANN15109-RA	Similar to ZNF271: Zinc finger protein 271 (Pongo abelii OX%3D9601)
Scaffold_11	10063846	10065217	-	ANN15110-RA	Similar to REST: RE1-silencing transcription factor (Homo sapiens OX%3D9606)
Scaffold_11	10066131	10076190	-	ANN15111-RA	Similar to Prdm9: Histone-lysine N-methyltransferase PRDM9 (Mus musculus OX%3D10090)
Scaffold_11	10081439	10089571	+	ANN15112-RA	Protein of unknown function
Scaffold_11	10089836	10091033	-	ANN15113-RA	Protein of unknown function
Scaffold_11	10091133	10091889	-	ANN15114-RA	Similar to lola: Longitudinals lacking protein%2C isoforms A/B/D/L (Drosophila melanogaster OX%3D7227)
Scaffold_11	10092715	10094398	-	ANN15115-RA	Similar to lola: Longitudinals lacking protein%2C isoforms A/B/D/L (Drosophila melanogaster OX%3D7227)
Scaffold_11	10095581	10097112	-	ANN15116-RA	Similar to lola: Longitudinals lacking protein%2C isoforms A/B/D/L (Drosophila melanogaster OX%3D7227)
Scaffold_11	10097227	10097514	-	ANN15117-RA	Similar to lola: Longitudinals lacking protein%2C isoforms A/B/D/L (Drosophila melanogaster OX%3D7227)
Scaffold_11	10098185	10099363	-	ANN15118-RA	Similar to lola: Longitudinals lacking protein%2C isoform G (Drosophila melanogaster OX%3D7227)
Scaffold_11	10099814	10101658	-	ANN15119-RA	Similar to Zfp27: Zinc finger protein 27 (Mus musculus OX%3D10090)
Scaffold_11	10102077	10102818	-	ANN15120-RA	Similar to lola: Longitudinals lacking protein%2C isoforms N/O/W/X/Y (Drosophila melanogaster OX%3D7227)
Scaffold_11	10103484	10108270	-	ANN15121-RA	Similar to ZNF99: Zinc finger protein 99 (Homo sapiens OX%3D9606)
Scaffold_11	10108918	10110795	-	ANN15122-RA	Similar to lola: Longitudinals lacking protein%2C isoforms N/O/W/X/Y (Drosophila melanogaster OX%3D7227)
Scaffold_11	10111716	10112361	-	ANN15123-RA	Similar to lola: Longitudinals lacking protein%2C isoforms A/B/D/L (Drosophila melanogaster OX%3D7227)
Scaffold_11	10112463	10117358	-	ANN15124-RA	Similar to lola: Longitudinals lacking protein%2C isoforms N/O/W/X/Y (Drosophila melanogaster OX%3D7227)
Scaffold_11	10118258	10122247	-	ANN15125-RA	Similar to lola: Longitudinals lacking protein%2C isoforms N/O/W/X/Y (Drosophila melanogaster OX%3D7227)
Scaffold_11	10132934	10133730	-	ANN15126-RA	Similar to lola: Longitudinals lacking protein%2C isoforms A/B/D/L (Drosophila melanogaster OX%3D7227)
Scaffold_11	10133772	10134176	-	ANN15127-RA	Similar to lola: Longitudinals lacking protein%2C isoforms A/B/D/L (Drosophila melanogaster OX%3D7227)
Scaffold_11	10134727	10135841	-	ANN15128-RA	Protein of unknown function
Scaffold_11	10137031	10137652	-	ANN15129-RA	Similar to lola: Longitudinals lacking protein%2C isoforms N/O/W/X/Y (Drosophila melanogaster OX%3D7227)
Scaffold_11	10137679	10140303	-	ANN15130-RA	Similar to R1A1-element\ORF2: Putative 115 kDa protein in type-1 retrotransposable element R1DM (Drosophila melanogaster OX%3D7227)
Scaffold_11	10140717	10141438	-	ANN15131-RA	Similar to Zbtb49: Zinc finger and BTB domain-containing protein 49 (Mus musculus OX%3D10090)
Scaffold_11	10153978	10156289	-	ANN15132-RA	Similar to ZNF217: Zinc finger protein 217 (Homo sapiens OX%3D9606)
Scaffold_11	10156740	10174457	-	ANN15133-RA	Similar to Tf2-6: Transposon Tf2-6 polyprotein (Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX%3D284812)
Scaffold_11	10179707	10187181	-	ANN15134-RA	Similar to rest-a: RE1-silencing transcription factor A (Xenopus laevis OX%3D8355)
Scaffold_11	10200905	10202128	-	ANN15135-RA	Similar to ikzf5: Zinc finger protein Pegasus (Xenopus tropicalis OX%3D8364)
Scaffold_11	10219811	10251152	+	ANN15136-RA	Similar to Zinc finger protein Xfin (Xenopus laevis OX%3D8355)
Scaffold_11	10251671	10257159	+	ANN15137-RA	Protein of unknown function
Scaffold_11	10259040	10269628	+	ANN15138-RA	Similar to KSR2: Kinase suppressor of Ras 2 (Homo sapiens OX%3D9606)
Scaffold_11	10289506	10302196	-	ANN15139-RA	Similar to Kif12: Kinesin-like protein KIF12 (Mus musculus OX%3D10090)
Scaffold_11	10305886	10306959	+	ANN15140-RA	Protein of unknown function
Scaffold_11	10317246	10322393	-	ANN15141-RA	Protein of unknown function
Scaffold_11	10324478	10332053	-	ANN15142-RA	Similar to KIN14M: Kinesin-like protein KIN-14M (Arabidopsis thaliana OX%3D3702)
Scaffold_11	10337258	10345989	-	ANN15143-RA	Similar to PGS1: CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase%2C mitochondrial (Homo sapiens OX%3D9606)
Scaffold_11	10366558	10378754	+	ANN15144-RA	Similar to TRMT2A: tRNA (uracil-5-)-methyltransferase homolog A (Homo sapiens OX%3D9606)
Scaffold_11	10414687	10422317	+	ANN15145-RA	Similar to Shab: Potassium voltage-gated channel protein Shab (Drosophila melanogaster OX%3D7227)
Scaffold_11	10441549	10481273	+	ANN15146-RA	Similar to Shab: Potassium voltage-gated channel protein Shab (Drosophila melanogaster OX%3D7227)
Scaffold_11	10489210	10498496	-	ANN15147-RA	Similar to amt-1: Putative ammonium transporter 1 (Caenorhabditis elegans OX%3D6239)
Scaffold_11	10510724	10513094	-	ANN15148-RA	Similar to atp23: Mitochondrial inner membrane protease ATP23 homolog (Danio rerio OX%3D7955)
Scaffold_11	10514072	10515319	+	ANN15149-RA	Similar to Rnls: Renalase (Mus musculus OX%3D10090)
Scaffold_11	10555802	10561832	+	ANN15150-RA	Similar to Shpk: Sedoheptulokinase (Mus musculus OX%3D10090)
Scaffold_11	10565426	10591172	-	ANN15151-RA	Similar to Pla2g6: 85/88 kDa calcium-independent phospholipase A2 (Rattus norvegicus OX%3D10116)
Scaffold_11	10570068	10570655	+	ANN15152-RA	Similar to Jafrac1: Peroxiredoxin 1 (Drosophila melanogaster OX%3D7227)
Scaffold_11	10595008	10601651	+	ANN15153-RA	Protein of unknown function
Scaffold_11	10603039	10609360	-	ANN15154-RA	Protein of unknown function
Scaffold_11	10623438	10627768	-	ANN15156-RA	Similar to EXOSC3: Exosome complex component RRP40 (Bos taurus OX%3D9913)
Scaffold_11	10629456	10631051	-	ANN15157-RA	Similar to PGM3: Phosphoacetylglucosamine mutase (Sus scrofa OX%3D9823)
Scaffold_11	10670346	10674840	+	ANN15158-RA	Protein of unknown function
Scaffold_11	10695465	10701649	-	ANN15159-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_11	10705141	10706283	+	ANN15160-RA	Protein of unknown function
Scaffold_11	10712323	10713965	+	ANN15161-RA	Similar to trappc2l: Trafficking protein particle complex subunit 2-like protein (Salmo salar OX%3D8030)
Scaffold_11	10741928	10742758	-	ANN15162-RA	Protein of unknown function
Scaffold_11	10761797	10787521	-	ANN15163-RA	Similar to SerT: Sodium-dependent serotonin transporter (Drosophila melanogaster OX%3D7227)
Scaffold_11	10787538	10799705	-	ANN15164-RA	Similar to SerT: Sodium-dependent serotonin transporter (Drosophila melanogaster OX%3D7227)
Scaffold_11	10805861	10806985	-	ANN15165-RA	Similar to SerT: Sodium-dependent serotonin transporter (Drosophila melanogaster OX%3D7227)
Scaffold_11	10818007	10819643	-	ANN15166-RA	Similar to NRSN1: Neurensin-1 (Homo sapiens OX%3D9606)
Scaffold_11	10841660	10844847	-	ANN15167-RA	Similar to Madm: Nuclear receptor-binding protein homolog (Drosophila melanogaster OX%3D7227)
Scaffold_11	10845965	10846761	-	ANN15168-RA	Similar to NRBP1: Nuclear receptor-binding protein (Pongo abelii OX%3D9601)
Scaffold_11	10854056	10859629	-	ANN15169-RA	Similar to pol: Retrovirus-related Pol polyprotein from type-2 retrotransposable element R2DM (Drosophila melanogaster OX%3D7227)
Scaffold_11	10859912	10866676	-	ANN15170-RA	Similar to Madm: Nuclear receptor-binding protein homolog (Drosophila pseudoobscura pseudoobscura OX%3D46245)
Scaffold_11	10884844	10887117	-	ANN15171-RA	Similar to Madm: Nuclear receptor-binding protein homolog (Drosophila melanogaster OX%3D7227)
Scaffold_11	10890730	10901863	+	ANN15172-RA	Similar to PHR: Deoxyribodipyrimidine photo-lyase (Potorous tridactylus OX%3D9310)
Scaffold_11	10912315	10920372	+	ANN15173-RA	Similar to LIPK: Lipase member K (Homo sapiens OX%3D9606)
Scaffold_11	10963388	10966473	+	ANN15174-RA	Protein of unknown function
Scaffold_11	10966640	10970284	+	ANN15175-RA	Protein of unknown function
Scaffold_11	10970887	10971732	+	ANN15176-RA	Protein of unknown function
Scaffold_11	10999083	11006756	-	ANN15177-RA	Protein of unknown function
Scaffold_11	11030374	11068838	+	ANN15178-RA	Similar to dom: Helicase domino (Drosophila melanogaster OX%3D7227)
Scaffold_11	11072271	11076935	+	ANN15179-RA	Protein of unknown function
Scaffold_11	11077059	11081699	-	ANN15180-RA	Similar to Retrovirus-related Pol polyprotein from type-1 retrotransposable element R1 (Fragment) (Bradysia coprophila OX%3D38358)
Scaffold_11	11087864	11088478	+	ANN15181-RA	Protein of unknown function
Scaffold_11	11157983	11159401	+	ANN15182-RA	Similar to eg: Protein embryonic gonad (Drosophila melanogaster OX%3D7227)
Scaffold_11	11184971	11186377	+	ANN15183-RA	Protein of unknown function
Scaffold_11	11250113	11253256	+	ANN15184-RA	Similar to pol: Retrovirus-related Pol polyprotein from transposon 17.6 (Drosophila melanogaster OX%3D7227)
Scaffold_11	11301072	11307315	+	ANN15185-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_11	11385115	11385609	-	ANN15186-RA	Protein of unknown function
Scaffold_11	11442147	11444626	+	ANN15187-RA	Similar to eg: Protein embryonic gonad (Drosophila melanogaster OX%3D7227)
Scaffold_11	11661653	11674724	+	ANN15188-RA	Similar to eIF3-S6: Eukaryotic translation initiation factor 3 subunit E (Bombyx mori OX%3D7091)
Scaffold_11	11677349	11679250	-	ANN15189-RA	Similar to AP3M1: AP-3 complex subunit mu-1 (Pongo abelii OX%3D9601)
Scaffold_11	11680008	11680451	-	ANN15190-RA	Similar to NDUFB11: NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11%2C mitochondrial (Bos taurus OX%3D9913)
Scaffold_11	11682800	11683579	+	ANN15191-RA	Protein of unknown function
Scaffold_11	11700354	11713333	-	ANN15192-RA	Protein of unknown function
Scaffold_11	11732510	11734099	+	ANN15193-RA	Protein of unknown function
Scaffold_11	11736898	11740778	+	ANN15194-RA	Similar to SLC39A11: Zinc transporter ZIP11 (Bos taurus OX%3D9913)
Scaffold_11	11773140	11776995	+	ANN15196-RA	Similar to Slc39a11: Zinc transporter ZIP11 (Mus musculus OX%3D10090)
Scaffold_11	11825905	11829762	+	ANN15197-RA	Protein of unknown function
Scaffold_11	11886394	11891034	+	ANN15198-RA	Similar to Slc6a15: Sodium-dependent neutral amino acid transporter B(0)AT2 (Mus musculus OX%3D10090)
Scaffold_11	11904912	11924090	+	ANN15199-RA	Similar to Slc6a18: Sodium-dependent neutral amino acid transporter B(0)AT3 (Mus musculus OX%3D10090)
Scaffold_11	11934504	11938371	-	ANN15200-RA	Similar to Gfer: FAD-linked sulfhydryl oxidase ALR (Mus musculus OX%3D10090)
Scaffold_11	11942877	11944742	-	ANN15201-RA	Similar to MTMR2: Myotubularin-related protein 2 (Homo sapiens OX%3D9606)
Scaffold_11	12001235	12004257	-	ANN15202-RA	Similar to LINE-1 retrotransposable element ORF2 protein (Homo sapiens OX%3D9606)
Scaffold_11	12018341	12025399	-	ANN15203-RA	Similar to ADORA3: Adenosine receptor A3 (Oryctolagus cuniculus OX%3D9986)
Scaffold_11	12073604	12073975	-	ANN15204-RA	Similar to ADORA2B: Adenosine receptor A2b (Gallus gallus OX%3D9031)
Scaffold_11	12077917	12099780	+	ANN15205-RA	Similar to Miro: Mitochondrial Rho GTPase (Drosophila pseudoobscura pseudoobscura OX%3D46245)
Scaffold_11	12121824	12122485	-	ANN15206-RA	Similar to Rnf185: E3 ubiquitin-protein ligase RNF185 (Mus musculus OX%3D10090)
Scaffold_11	12128575	12131918	+	ANN15207-RA	Similar to AGAP005532: Dehydrogenase/reductase SDR family protein 7-like (Anopheles gambiae OX%3D7165)
Scaffold_11	12146574	12148831	+	ANN15208-RA	Similar to Rab26: Ras-related protein Rab-26 (Drosophila melanogaster OX%3D7227)
Scaffold_11	12208664	12211819	+	ANN15209-RA	Similar to FAM200A: Protein FAM200A (Macaca fascicularis OX%3D9541)
Scaffold_11	12227875	12230599	+	ANN15210-RA	Similar to K02A2.6: Uncharacterized protein K02A2.6 (Caenorhabditis elegans OX%3D6239)
Scaffold_11	12231724	12242232	+	ANN15211-RA	Similar to Rab26: Ras-related protein Rab-26 (Drosophila melanogaster OX%3D7227)
Scaffold_11	12318533	12353257	+	ANN15212-RA	Similar to CHIT1: Chitotriosidase-1 (Homo sapiens OX%3D9606)
Scaffold_11	12377136	12382199	-	ANN15213-RA	Similar to Clip4: CAP-Gly domain-containing linker protein 4 (Mus musculus OX%3D10090)
Scaffold_11	12402495	12406815	+	ANN15214-RA	Similar to Cnppd1: Protein CNPPD1 (Rattus norvegicus OX%3D10116)
Scaffold_11	12417751	12430443	-	ANN15215-RA	Similar to fignl1: Fidgetin-like protein 1 (Xenopus tropicalis OX%3D8364)
Scaffold_11	12450003	12452463	-	ANN15216-RA	Protein of unknown function
Scaffold_11	12455967	12468813	+	ANN15217-RA	Protein of unknown function
Scaffold_11	12515627	12523678	+	ANN15218-RA	Similar to mth2: G-protein coupled receptor Mth2 (Drosophila yakuba OX%3D7245)
Scaffold_11	12522329	12523134	-	ANN15219-RA	Protein of unknown function
Scaffold_11	12561491	12563317	+	ANN15220-RA	Similar to ttll6: Tubulin polyglutamylase ttll6 (Danio rerio OX%3D7955)
Scaffold_11	12567779	12592510	-	ANN15221-RA	Similar to rdgB: Protein retinal degeneration B (Drosophila melanogaster OX%3D7227)
Scaffold_11	12594081	12599127	-	ANN15222-RA	Similar to SETMAR: Histone-lysine N-methyltransferase SETMAR (Homo sapiens OX%3D9606)
Scaffold_11	12604798	12607793	-	ANN15223-RA	Similar to rdgB: Protein retinal degeneration B (Drosophila melanogaster OX%3D7227)
Scaffold_11	12629911	12631980	-	ANN15224-RA	Similar to GlyS: Glycogen [starch] synthase (Drosophila melanogaster OX%3D7227)
Scaffold_11	12646833	12650042	+	ANN15225-RA	Protein of unknown function
Scaffold_11	12655423	12655689	+	ANN15226-RA	Protein of unknown function
Scaffold_11	12661260	12705676	-	ANN15227-RA	Similar to ahctf1: Protein ELYS (Xenopus laevis OX%3D8355)
Scaffold_11	12707649	12725149	+	ANN15228-RA	Similar to PMS2: Mismatch repair endonuclease PMS2 (Homo sapiens OX%3D9606)
Scaffold_11	12712432	12714506	-	ANN15229-RA	Protein of unknown function
Scaffold_11	12734801	12740434	+	ANN15230-RA	Similar to GVQW3: Protein GVQW3 (Homo sapiens OX%3D9606)
Scaffold_11	12802842	12803918	-	ANN15231-RA	Protein of unknown function
Scaffold_11	12810378	12815070	+	ANN15232-RA	Similar to KCNH3: Potassium voltage-gated channel subfamily H member 3 (Homo sapiens OX%3D9606)
Scaffold_11	12825381	12829553	-	ANN15233-RA	Similar to tc1a: Transposable element Tc1 transposase (Caenorhabditis elegans OX%3D6239)
Scaffold_11	12900346	12900813	-	ANN15234-RA	Protein of unknown function
Scaffold_11	12920222	12923488	-	ANN15235-RA	Similar to Taf9: Transcription initiation factor TFIID subunit 9 (Mus musculus OX%3D10090)
Scaffold_11	12935834	12945347	-	ANN15236-RA	Protein of unknown function
Scaffold_11	12954093	12959966	-	ANN15237-RA	Similar to prom1a: Prominin-1-A (Danio rerio OX%3D7955)
Scaffold_11	12962597	12967258	+	ANN15238-RA	Protein of unknown function
Scaffold_11	12983943	12990314	+	ANN15239-RA	Protein of unknown function
Scaffold_11	13086262	13089157	-	ANN15240-RA	Similar to F52C9.6: Putative uncharacterized transposon-derived protein F52C9.6 (Caenorhabditis elegans OX%3D6239)
Scaffold_11	13093292	13097071	-	ANN15241-RA	Similar to pol: Retrovirus-related Pol polyprotein from transposon opus (Drosophila melanogaster OX%3D7227)
Scaffold_11	13099607	13103224	-	ANN15242-RA	Similar to pol: Retrovirus-related Pol polyprotein from transposon 17.6 (Drosophila melanogaster OX%3D7227)
Scaffold_11	13137154	13138893	+	ANN15243-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_11	13171195	13189812	-	ANN15244-RA	Similar to abcG23: ABC transporter G family member 23 (Dictyostelium discoideum OX%3D44689)
Scaffold_11	13191845	13195090	+	ANN15245-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_11	13208734	13222581	-	ANN15246-RA	Similar to Picot: Putative inorganic phosphate cotransporter (Drosophila melanogaster OX%3D7227)
Scaffold_11	13256891	13271230	-	ANN15247-RA	Similar to Ect4: NAD(+) hydrolase sarm1 (Drosophila melanogaster OX%3D7227)
Scaffold_11	13299056	13306711	-	ANN15248-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_11	13307821	13309793	-	ANN15249-RA	Protein of unknown function
Scaffold_11	13316831	13321013	-	ANN15250-RA	Protein of unknown function
Scaffold_11	13335223	13338186	-	ANN15251-RA	Similar to iHog: Interference hedgehog (Drosophila grimshawi OX%3D7222)
Scaffold_11	13389871	13407162	-	ANN15252-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_11	13395403	13396530	+	ANN15253-RA	Protein of unknown function
Scaffold_11	13407302	13414168	-	ANN15254-RA	Similar to ORF1: Nucleic-acid-binding protein from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_11	13476019	13480700	-	ANN15255-RA	Protein of unknown function
Scaffold_11	13591087	13591383	+	ANN15256-RA	Protein of unknown function
Scaffold_11	13674936	13676903	+	ANN15257-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_11	13706333	13709266	-	ANN15258-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_11	13718247	13723514	+	ANN15259-RA	Protein of unknown function
Scaffold_11	13785296	13791271	+	ANN15260-RA	Protein of unknown function
Scaffold_11	13842447	13846907	-	ANN15261-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_11	13910623	13913270	+	ANN15262-RA	Similar to F52C9.6: Putative uncharacterized transposon-derived protein F52C9.6 (Caenorhabditis elegans OX%3D6239)
Scaffold_11	14029975	14087044	+	ANN15263-RA	Similar to Lar: Tyrosine-protein phosphatase Lar (Drosophila melanogaster OX%3D7227)
Scaffold_11	14108196	14113373	+	ANN15264-RA	Protein of unknown function
Scaffold_11	14128666	14129895	-	ANN15265-RA	Similar to Cuedc1: CUE domain-containing protein 1 (Mus musculus OX%3D10090)
Scaffold_11	14133986	14134359	-	ANN15266-RA	Protein of unknown function
Scaffold_11	14138805	14146364	-	ANN15267-RA	Similar to CG5815: Protein SPT2 homolog (Drosophila melanogaster OX%3D7227)
Scaffold_11	14150731	14155083	-	ANN15268-RA	Similar to Cuedc1: CUE domain-containing protein 1 (Mus musculus OX%3D10090)
